IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
IC,IC5379,,,,G,Galaxy,00:02:40.70,+16:36:01.0,Peg,0.55,0.26,65,15.7,,,,,23,Sc,,,,,MCG +03-01-017,,,,
IC,IC5380,,,,G,Galaxy,00:02:49.56,-66:11:11.5,Tuc,0.84,0.37,132,15.46,,12.48,11.94,11.93,23.33,Sab,,,,,ESO 078-011,,,,
IC,IC5382,,,,G,Galaxy,00:03:26.20,-65:11:48.0,Tuc,0.85,0.79,29,15.31,,12.87,12.19,12.07,23.56,Sbc,,,,,2MASX J00032618-6511477,,,,
IC,IC5386,,NGC7832,,Dup,Galaxy,00:06:28.46,-03:42:58.1,Psc,,,,,,,,,,,,,,,,,,,
NGC,NGC3,,,,G,Galaxy,00:07:16.80,+08:18:05.9,Psc,1.02,0.59,112,14.6,,11.01,10.36,9.98,23.01,S0,,,,,2MASX J00071680+0818058,,,,
NGC,NGC5,,,,G,Galaxy,00:07:48.87,+35:21:44.3,And,0.98,0.59,111,14.6,,11.52,10.86,10.63,23.51,E,,,,,2MASX J00074889+3521444,,,,
NGC,NGC11,,,,G,Galaxy,00:08:42.50,+37:26:52.5,And,1.44,0.22,111,14.5,,11.11,10.33,9.93,23.27,Sa,,,,,2MASX J00084249+3726523,,,,
NGC,NGC18,,,,**,Double star,00:09:23.10,+27:43:55.5,Peg,,,,14,,,,,,,,,,,,,,,
NGC,NGC19,,,,G,Galaxy,00:10:40.87,+32:58:59.1,And,1.21,0.6,41,13.9,,11.47,10.79,10.53,22.61,SBbc,,,,,2MASX J00104087+3258592,,,,
NGC,NGC21,,NGC29,,G,Galaxy,00:10:46.90,+33:21:10.2,And,1.38,0.63,150,13.5,,11.25,10.61,10.33,22.25,Sbc,,,,,2MASX J00104688+3321102,,,,
NGC,NGC22,,,,G,Galaxy,00:09:48.19,+27:49:56.3,And,1.21,0.74,155,14.9,,11.61,11,10.65,23.55,Sb,,,,,2MASX J00094817+2749564,,,,
NGC,NGC29,,NGC21,,Dup,Galaxy,00:10:46.90,+33:21:10.2,And,,,,,,,,,,,,,,,,,,,
NGC,NGC39,,,,G,Galaxy,00:12:18.86,+31:03:39.9,And,1.1,0.99,87,14.4,,11.59,11.06,10.59,23.2,Sc,,,,,2MASX J00121885+3103399,,,,
NGC,NGC43,,,,G,Galaxy,00:13:00.75,+30:54:55.0,And,1.39,1.21,100,13.9,,10.43,9.74,9.45,23.33,S0,,,,,2MASX J00130073+3054551,,,,
NGC,NGC48,,,,G,Galaxy,00:14:02.19,+48:14:05.5,And,1.34,0.61,15,15,,11.39,10.75,10.4,23.59,SABb,,,,,2MASX J00140221+4814055,,,,
NGC,NGC49,,,,G,Galaxy,00:14:22.43,+48:14:47.8,And,0.93,0.59,161,15.3,,11.42,10.74,10.52,23.72,S0,,,,,2MASX J00142243+4814475,,,,
NGC,NGC50,,,,G,Galaxy,00:14:44.57,-07:20:42.3,Cet,2.04,1.17,154,12,,9.65,8.97,8.67,23.16,E-S0,,,,,2MASX J00144455-0720423,,,,
NGC,NGC54,,,,G,Galaxy,00:15:07.67,-07:06:24.2,Cet,1.35,0.49,93,14,,11.15,10.46,10.08,23.21,SBa,,,,,2MASX J00150767-0706243,,,,
NGC,NGC55,,,,G,Galaxy,00:14:53.60,-39:11:47.9,Scl,29.85,3.05,101,8.58,7.87,6.98,6.55,6.25,22.52,SBm,,,,,2MASX J00145360-3911478,,,,
NGC,NGC56,,,,Other,,00:15:20.66,+12:26:40.3,Psc,,,,,,,,,,,,,,,,,Nothing at this position.,,
NGC,NGC57,,,,G,Galaxy,00:15:30.87,+17:19:42.7,Psc,2.11,1.6,47,13.7,,9.71,8.98,8.68,23.19,E,,,,,2MASX J00153087+1719422,,,,
NGC,NGC60,,,,G,Galaxy,00:15:58.24,-00:18:12.7,Psc,1.03,0.66,29,15.54,14.86,12.11,11.31,11.24,23.66,Sc,,,,,2MASX J00155824-0018130,,,,
NGC,NGC61,,,,GPair,Galaxy Pair,00:16:24.20,-06:19:10.0,Psc,1.5,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
NGC,NGC61A,,,,G,Galaxy,00:16:24.34,-06:19:18.9,Psc,1.48,1.14,179,15,,10.59,9.86,9.52,23.57,S0,,,,,2MASX J00162433-0619186,,,,
NGC,NGC73,,,,G,Galaxy,00:18:39.01,-15:19:20.1,Cet,1.68,1.01,145,13,,10.96,10.24,9.9,23.83,SABb,,,,,2MASX J00183897-1519200,,,,
NGC,NGC82,,,,*,Star,00:21:17.55,+22:27:37.3,And,,,,,,,,,,,,,,,,,,,
NGC,NGC83,,,,G,Galaxy,00:21:22.40,+22:26:01.0,And,1.25,1.1,112,14.3,,10.28,9.57,9.3,23,E,,,,,2MASX J00212239+2226011,,,,
NGC,NGC85,,NGC0085A,,G,Galaxy,00:21:25.53,+22:30:42.4,And,0.69,0.62,156,14.9,,11.91,11.12,10.94,23.6,S0,,,,,2MASX J00212557+2230421,,,,
NGC,NGC85B,,,IC1546,G,Galaxy,00:21:29.0,+22:30:21,And,1.06,0.34,122,14.9,,12.08,11.35,11.03,23.5,Sbc,,,,,2MASX J00212903+2230209,,,,
NGC,NGC87,,,,G,Galaxy,00:21:14.27,-48:37:41.6,Phe,0.86,0.71,6,14.7,,14.6,13.86,13.53,22.85,IB,,,,,2MASX J00211406-4837482,,,,
NGC,NGC88,,,,G,Galaxy,00:21:22.12,-48:38:24.6,Phe,0.85,0.49,146,15.11,,13.25,12.69,12.61,23.22,S0-a,,,,,2MASX J00212213-4838242,,,,
NGC,NGC91,,,,*,Star,00:21:51.72,+22:22:06.1,And,,,,15.2,,13.48,13.12,13.05,,,,,,,UCAC2 39602310,,,,
NGC,NGC92,,,,G,Galaxy,00:21:31.70,-48:37:29.1,Phe,1.65,0.76,150,13.71,,10.56,9.79,9.38,23.41,Sa,,,,,2MASX J00213171-4837292,,,,
IC,IC2,,,,G,Galaxy,00:11:00.88,-12:49:22.3,Cet,0.98,0.32,142,15.46,,12.26,11.48,11.17,23.45,Sb,,,,,2MASX J00110081-1249206,,,,
NGC,NGC95,,,,G,Galaxy,00:22:13.54,+10:29:29.7,Psc,1.46,1.08,85,13.4,,10.35,9.71,9.45,22.59,SABc,,,,,2MASX J00221352+1029297,,,,
IC,IC3,,,,G,Galaxy,00:12:06.09,-00:24:54.8,Psc,0.93,0.67,53,15.1,,11.53,10.79,10.54,23.5,E,,,,,2MASX J00120604-0024543,,,,
NGC,NGC96,,,,G,Galaxy,00:22:17.71,+22:32:46.5,And,0.68,0.64,130,17,,11.94,11.3,10.99,23.41,E-S0,,,,,2MASX J00221769+2232462,,,,
IC,IC7,,,,G,Galaxy,00:18:53.16,+10:35:40.9,Psc,0.9,0.63,174,14.7,,11.33,10.57,10.26,23.22,S0,,,,,2MASX J00185316+1035410,,,,
NGC,NGC98,,,,G,Galaxy,00:22:49.54,-45:16:08.4,Phe,1.62,1.37,65,13.59,,10.7,10.05,9.76,23.08,SBbc,,,,,2MASX J00224951-4516084,,,,
IC,IC9,,,,G,Galaxy,00:19:43.98,-14:07:18.8,Cet,0.59,0.46,122,15.41,,12.38,11.71,11.28,22.88,Sa,,,,,2MASX J00194400-1407184,,,,
NGC,NGC108,,,,G,Galaxy,00:25:59.73,+29:12:43.4,And,1.69,1.14,63,13.3,,10.29,9.56,9.28,23.18,S0-a,,,,,2MASX J00255971+2912434,,,,
IC,IC19,,,,G,Galaxy,00:28:39.48,-11:38:26.8,Cet,0.79,0.67,30,15,,11.65,10.96,10.74,23.52,E,,,,,2MASX J00283951-1138262,,,,
NGC,NGC112,,,,G,Galaxy,00:26:48.73,+31:42:11.9,And,1.02,0.49,107,14.5,,11.82,11.14,10.8,22.88,Sb,,,,,2MASX J00264871+3142119,,,,
IC,IC21,,,,G,Galaxy,00:29:10.43,-00:09:49.6,Cet,0.49,0.45,6,14.5,,13.05,12.42,12.11,22.96,SBb,,,,,2MASX J00291043-0009490,,,,
NGC,NGC115,,,,G,Galaxy,00:26:46.28,-33:40:37.5,Scl,2.09,0.73,122,13.73,,11.83,11.19,11.21,23.22,SBbc,,,,,2MASX J00264627-3340375,,,,
IC,IC25,,,,G,Galaxy,00:31:12.09,-00:24:26.5,Cet,0.86,0.44,34,16,,12.15,11.43,11.17,23.68,S0-a,,,,,2MASX J00311206-0024262,,,,
NGC,NGC118,,,,G,Galaxy,00:27:16.22,-01:46:48.5,Cet,0.8,0.58,58,14.9,,11.46,10.76,10.35,23,E,,,,,2MASX J00271620-0146487,,,,
IC,IC26,,NGC135,,Dup,Galaxy,00:31:45.94,-13:20:14.9,Cet,,,,,,,,,,,,,,,,,,,
NGC,NGC120,,,,G,Galaxy,00:27:30.08,-01:30:48.5,Cet,1.51,0.5,73,14.8,,10.81,10.12,9.95,24.09,S0,,,,,2MASX J00273007-0130487,,,,
IC,IC28,,,,G,Galaxy,00:33:08.72,-13:27:22.6,Cet,0.3,0.22,85,12,,13.14,12.53,12.27,,E,,,,,2MASX J00330879-1327223,,,,
NGC,NGC121,,,,GCl,Globular Cluster,00:26:48.25,-71:32:08.4,Tuc,3.8,3.1,80,11.2,11.24,,,,,,,,,,2MASX J00264970-7132077,,,,
IC,IC30,,,,G,Galaxy,00:34:14.72,-02:05:04.5,Cet,0.69,0.39,23,15.17,,12.08,11.28,11,23.71,S0-a,,,,,2MASX J00341472-0205044,,,,
NGC,NGC124,,,,G,Galaxy,00:27:52.36,-01:48:36.7,Cet,1.26,0.72,168,13.9,,11.55,11.07,10.76,22.59,Sc,,,,,2MASX J00275236-0148364,,,,
IC,IC31,,,,G,Galaxy,00:34:24.63,+12:16:05.4,Psc,1.16,0.23,90,15.5,,11.44,10.55,10.24,23.86,Sab,,,,,2MASX J00342461+1216066,,,,
NGC,NGC125,,,,G,Galaxy,00:28:50.19,+02:50:19.9,Psc,1.4,1.22,60,14.2,,10.71,10.01,9.76,22.77,S0-a,,,,,2MASX J00285020+0250200,,,,
IC,IC32,,,,G,Galaxy,00:35:01.69,-02:08:30.1,Cet,0.62,0.39,1,16.15,,12.22,11.52,11.16,23.62,S0-a,,,,,2MASX J00350169-0208294,,,,
NGC,NGC126,,,,G,Galaxy,00:29:08.10,+02:48:40.0,Psc,0.71,0.58,111,15.5,,12.16,11.54,11.25,23.45,S0,,,,,2MASX J00290809+0248400,,,,
IC,IC33,,,,G,Galaxy,00:35:05.16,-02:08:15.7,Cet,0.78,0.58,123,15.29,,12.12,11.46,11.19,23.6,,,,,,2MASX J00350516-0208154,,,,
NGC,NGC129,,,,OCl,Open Cluster,00:29:58.19,+60:12:40.2,Cas,5.4,,,7.33,6.5,,,,,,,,,,MWSC 0053,,,,
IC,IC34,,,,G,Galaxy,00:35:36.42,+09:07:27.3,Psc,2.81,1.05,156,13.9,,10.36,9.65,9.42,24.32,SBa,,,,,2MASX J00353642+0907272,,,,
NGC,NGC131,,,,G,Galaxy,00:29:38.52,-33:15:35.1,Scl,1.81,0.67,62,13.69,13.22,11.29,10.68,10.49,23.12,SBb,,,,,2MASX J00293851-3315349,,,,
IC,IC41,,,,G,Galaxy,00:39:40.37,-14:10:27.6,Cet,0.71,0.45,162,15.2,,13.52,12.87,12.63,23.2,,,,,,2MASX J00394036-1410274,,,,
NGC,NGC134,,,,G,Galaxy,00:30:21.97,-33:14:38.5,Scl,8.38,1.79,50,11.14,10.12,7.89,7.14,6.84,23.4,SABb,,,,,2MASX J00302189-3314432,,,,
IC,IC45,,,,Other,,00:42:36.34,+29:39:18.9,And,,,,,,,,,,,,,,,,,Two Galactic stars.,,
NGC,NGC137,,,,G,Galaxy,00:30:58.10,+10:12:30.3,Psc,1.38,1.38,30,14.2,,10.62,9.88,9.64,23.22,S0,,,,,2MASX J00305810+1012304,,,,
IC,IC46,,,,G,Galaxy,00:42:57.97,+27:15:12.5,And,0.8,0.61,82,14.7,,12.3,11.69,11.45,22.83,E-S0,,,,,2MASX J00425798+2715134,,,,
NGC,NGC138,,,,G,Galaxy,00:30:59.24,+05:09:35.1,Psc,1.25,0.64,175,14.8,,11.09,10.4,10.09,23.64,Sa,,,,,2MASX J00305921+0509350,,,,
IC,IC53,,,,G,Galaxy,00:50:40.77,+10:36:01.0,Psc,0.87,0.62,94,15.5,,11.34,10.64,10.3,23.75,E-S0,,,,,2MASX J00504075+1036005,,,,
NGC,NGC139,,,,G,Galaxy,00:31:06.40,+05:04:43.5,Psc,0.77,0.44,0,15.5,,12.3,11.5,11.27,23.27,SBab,,,,,2MASX J00310641+0504434,,,,
IC,IC54,,,,**,Double star,00:50:46.85,-02:17:16.0,Cet,,,,,,,,,,,,,,,,,,,
NGC,NGC141,,,,G,Galaxy,00:31:17.44,+05:10:47.1,Psc,0.86,0.55,165,15.4,,11.61,10.93,10.46,23.64,S0-a,,,,,2MASX J00311739+0510474,,,,
IC,IC57,,,,G,Galaxy,00:54:48.50,+11:50:28.3,Psc,1.03,0.96,10,15.7,,12.32,11.47,11.4,24.3,S0,,,,,2MASX J00544855+1150280,,,,
NGC,NGC142,,,,G,Galaxy,00:31:08.08,-22:37:07.2,Cet,0.97,0.39,104,14.59,,11.63,10.84,10.55,22.72,SBb,,,,,2MASX J00310808-2237072,,,,
IC,IC60,,,,G,Galaxy,00:56:04.23,-13:21:28.5,Cet,1.04,0.76,48,15.75,,11.61,10.88,10.52,24.14,Sc,,,,,2MASX J00560423-1321292,,,,
NGC,NGC143,,,,G,Galaxy,00:31:15.62,-22:33:35.8,Cet,1.06,0.32,21,15.26,,12.07,11.26,10.97,23.36,SBb,,,,,2MASX J00311562-2233357,,,,
IC,IC62,,,,G,Galaxy,00:58:43.94,+11:48:28.8,Psc,0.76,0.46,25,15,,11.79,11.08,10.77,22.85,Sbc,,,,,2MASX J00584393+1148286,,,,
NGC,NGC145,,,,G,Galaxy,00:31:45.74,-05:09:09.5,Cet,1.76,1.43,116,13.3,,11.2,10.57,10.32,22.97,Sd,,,,,2MASX J00314572-0509095,,,,
IC,IC63,,,,HII,HII Ionized region,00:59:28.84,+60:54:42.1,Cas,10,3,,13.33,,,,,,,,,,,LBN 622,,,,
NGC,NGC146,,,,OCl,Open Cluster,00:33:03.94,+63:18:32.4,Cas,3.6,,,9.59,9.1,,,,,,,,,,MWSC 0059,,,,
IC,IC64,,,,G,Galaxy,00:59:24.42,+27:03:32.6,Psc,1.03,0.65,148,15.6,,11.8,11.03,10.77,23.88,S0,,,,,2MASX J00592444+2703319,,,,
NGC,NGC152,,,,OCl,Open Cluster,00:32:52.46,-73:07:13.4,Tuc,3,3,,13.05,12.26,,,,,,,,,,2MASX J00325251-7307135,,,,
IC,IC65,,,,G,Galaxy,01:00:55.42,+47:40:55.1,And,2.56,0.73,154,13.8,,10.5,9.78,9.51,23.45,Sbc,,,,,2MASX J01005543+4740551,,,,
NGC,NGC154,,,,G,Galaxy,00:34:19.47,-12:39:22.7,Cet,1.01,0.9,79,14,,11.16,10.5,10.18,23.92,E,,,,,2MASX J00341946-1239224,,,,
IC,IC67,,,,NonEx,Nonexistent object,01:00:17.66,-06:54:38.7,Cet,,,,,,,,,,,,,,,,,Nominal position; does not exist.,,
NGC,NGC156,,,,**,Double star,00:34:35.82,-08:20:24.2,Cet,,,,,,,,,,,,,,,,,,,
IC,IC70,,,,G,Galaxy,01:01:03.95,+00:03:02.7,Cet,0.42,0.24,147,16.77,,13.37,12.65,12.29,23.65,S0-a,,,,,LEDA 173286,,,B-Mag taken from LEDA.,
NGC,NGC159,,,,G,Galaxy,00:34:35.53,-55:47:23.9,Phe,1.4,0.57,96,14.86,,11.62,10.87,10.64,24.1,S0-a,,,,,2MASX J00343551-5547236,,,,
IC,IC74,,,,G,Galaxy,01:05:55.95,+04:05:24.9,Psc,0.57,0.46,5,15.7,,12.32,11.73,11.5,23.1,E-S0,,,,,2MASX J01055595+0405246,,,,
NGC,NGC161,,,,G,Galaxy,00:35:33.94,-02:50:55.3,Cet,1.36,0.72,22,15,,10.93,10.24,9.95,23.75,S0,,,,,2MASX J00353394-0250555,,,,
IC,IC76,,,,G,Galaxy,01:08:11.71,-04:33:16.2,Cet,0.81,0.36,116,15.5,,11.98,11.21,10.87,23.52,S0-a,,,,,2MASX J01081173-0433164,,,,
NGC,NGC163,,,,G,Galaxy,00:35:59.83,-10:07:18.1,Cet,1.43,1.32,75,13.64,12.7,10.7,10,9.8,23.33,E,,,,,2MASX J00355984-1007183,,,,
IC,IC80,,,,GPair,Galaxy Pair,01:08:50.90,-15:24:27.0,Cet,1.2,,,,,,,,,,,,,,,,Consists of the galaxies MCG -03-04-008 and -009.,Diameter of the group inferred by the author.,
NGC,NGC166,,,,G,Galaxy,00:35:48.78,-13:36:38.3,Cet,0.89,0.33,149,15,,12.12,11.38,11.17,23.16,Sa,,,,,2MASX J00354879-1336383,,,,
IC,IC81,,,,G,Galaxy,01:09:22.26,-01:41:45.1,Cet,1.17,0.91,145,14.8,,11.4,10.71,10.44,23.57,E?,,,,,2MASX J01092224-0141453,,,,
NGC,NGC167,,,,G,Galaxy,00:35:23.09,-23:22:30.0,Cet,0.97,0.54,171,14.37,,11.83,11.25,11.04,22.57,SBc,,,,,2MASX J00352309-2322300,,,,
IC,IC84,,,,G,Galaxy,01:11:25.60,+01:38:24.7,Cet,0.67,0.43,12,15,,11.89,11.13,11.07,23.13,S0-a,,,,,2MASX J01112564+0138250,,,,
NGC,NGC169A,,,IC1559,G,Galaxy,00:36:52.33,+23:59:05.9,And,0.83,0.44,159,14,,,,,22.98,S0-a,,,,,MCG +04-02-034,,,,
IC,IC85,,,,*,Star,01:11:49.55,-00:27:08.9,Cet,,,,,,,,,,,,,,,,,,,
NGC,NGC170,,,,G,Galaxy,00:36:45.82,+01:53:11.3,Cet,0.7,0.51,82,15.4,,12.01,11.31,11.07,23.39,E-S0,,,,,2MASX J00364581+0153111,,,,
IC,IC86,,,,G,Galaxy,01:13:28.52,-16:14:30.0,Cet,0.72,0.34,142,15.34,,12.33,11.55,11.26,23.29,S0-a,,,,,2MASX J01132852-1614301,,,,
NGC,NGC171,,NGC175,,G,Galaxy,00:37:21.53,-19:56:03.3,Cet,2.06,1.29,102,12.95,,10.38,9.57,9.21,22.98,Sab,,,,,2MASX J00372152-1956032,,,,
IC,IC91,,,,G,Galaxy,01:18:39.43,+02:33:13.2,Cet,0.71,0.26,64,16.48,,12.91,12.16,11.82,24.3,,,,,,2MASX J01183943+0233132,,,,
NGC,NGC181,,,,G,Galaxy,00:38:23.21,+29:28:21.3,And,0.86,0.25,152,15.4,,12.12,11.37,11.01,23.8,S0-a,,,,,2MASX J00382319+2928214,,,,
IC,IC92,,NGC468,,Dup,Galaxy,01:19:48.50,+32:46:04.0,Psc,,,,,,,,,,,,,,,,,,,
NGC,NGC182,,,,G,Galaxy,00:38:12.38,+02:43:42.8,Psc,1.86,1.3,78,13.8,,10.48,9.77,9.56,23.33,SABa,,,,,2MASX J00381239+0243428,,,,
IC,IC93,,,IC1671,G,Galaxy,01:19:02.34,-17:03:37.4,Cet,1.21,0.56,171,14.3,13.57,11.79,11.08,10.85,22.91,Sb,,,,,2MASX J01190234-1703374,,,,
NGC,NGC183,,,,G,Galaxy,00:38:29.39,+29:30:40.4,And,1.02,0.75,129,13.8,,10.62,9.94,9.73,22.66,E,,,,,2MASX J00382939+2930404,,,,
IC,IC97,,NGC475,,Dup,Galaxy,01:20:02.00,+14:51:39.8,Psc,,,,,,,,,,,,,,,,,,,
NGC,NGC186,,,,G,Galaxy,00:38:25.30,+03:09:59.2,Psc,1.39,0.83,25,14.8,,10.79,10.02,9.76,24.03,S0-a,,,,,2MASX J00382530+0309592,,,,
IC,IC108,,,,G,Galaxy,01:24:38.96,-12:38:08.1,Cet,1.3,0.36,4,15.48,,12.27,11.52,11.14,23.66,Sc,,,,,2MASX J01243897-1238081,,,,
NGC,NGC188,,,,OCl,Open Cluster,00:47:27.53,+85:16:10.7,Cep,17.7,,,8.91,8.1,,,,,,,,,,C 001,,,,
IC,IC113,,,,G,Galaxy,01:26:25.50,+19:11:31.1,Psc,0.35,0.26,160,,,13.06,12.2,11.97,,,,,,,2MASX J01262551+1911308,,,,
NGC,NGC189,,,,OCl,Open Cluster,00:39:35.70,+61:05:40.1,Cas,2.7,,,9.07,8.8,,,,,,,,,,MWSC 0062,,,,
IC,IC114,,,,G,Galaxy,01:26:22.58,+09:54:35.8,Psc,1.4,0.56,154,15.7,,11.82,11.11,10.96,24.91,S0,,,,,2MASX J01262257+0954358,,,,
NGC,NGC190,,,,GPair,Galaxy Pair,00:38:54.70,+07:03:35.0,Psc,1.1,,,,,,,,,,,,,,UGC 00397,,,Diameter of the group inferred by the author.,
IC,IC115,,,,G,Galaxy,01:26:54.44,+19:12:52.9,Psc,0.76,0.76,80,15.2,,11.69,11.01,10.84,23.46,E,,,,,2MASX J01265442+1912517,,,,
NGC,NGC192,,,,G,Galaxy,00:39:13.43,+00:51:51.6,Cet,2.06,0.82,165,13.9,,10.28,9.53,9.25,23.33,Sa,,,,,2MASX J00391339+0051508,,,,
IC,IC117,,,,*,Star,01:27:25.41,-01:51:36.7,Cet,,,,11.22,10.54,9.35,9.02,8.91,,,,,,,TYC 4682-651-1,,,,
NGC,NGC193,,,,G,Galaxy,00:39:18.59,+03:19:52.0,Psc,2.07,1.45,55,14.3,,10.06,9.38,9.21,23.66,E-S0,,,,,2MASX J00391857+0319528,,,,
IC,IC120,,,,G,Galaxy,01:28:12.96,-01:54:55.9,Cet,0.92,0.33,138,15.2,,12.03,11.35,11.05,23.73,S0,,,,,2MASX J01281297-0154555,,,,
NGC,NGC195,,,,G,Galaxy,00:39:35.79,-09:11:40.3,Cet,1.22,0.74,68,14,13.45,11.41,10.7,10.36,23.16,Sa,,,,,2MASX J00393578-0911400,,,,
IC,IC121,,,,G,Galaxy,01:28:21.78,+02:30:46.9,Cet,1,0.62,108,14.3,,11.57,11,10.58,22.64,Sbc,,,,,2MASX J01282178+0230469,,,,
NGC,NGC197,,,,G,Galaxy,00:39:18.79,+00:53:30.9,Cet,0.94,0.72,35,14.85,,12.76,12.28,11.71,22.77,S0-a,,,,,2MASX J00391879+0053308,,,,
IC,IC124,,,,*,Star,01:29:09.08,-01:56:13.3,Cet,,,,14.4,,,,,,,,,,,,,,,
NGC,NGC201,,,,G,Galaxy,00:39:34.82,+00:51:35.6,Cet,1.71,1.32,146,14.7,,11.42,10.16,9.98,23.34,Sc,,,,,2MASX J00393485+0051355,,,,
IC,IC130,,,,G,Galaxy,01:31:28.74,-15:35:29.8,Cet,0.75,0.64,27,15.49,,12.26,11.61,11.31,23.52,S0,,,,,2MASX J01312872-1535297,,,,
NGC,NGC205,M110,,,G,Galaxy,00:40:22.08,+41:41:07.1,And,16.22,9.59,170,8.92,8.07,6.45,5.87,5.59,23.78,E,,,,,2MASX J00402207+4141070,,,,
IC,IC131,,,,HII,HII Ionized region,01:33:14.58,+30:45:11.7,Tri,0.3,,,12.52,,,,,,,,,,,IRAS 01303+3029,,HII region in Messier 033. The IC object includes the surrounding star cloud.,Dimensions taken from LEDA,
NGC,NGC207,,,,G,Galaxy,00:39:40.71,-14:14:13.5,Cet,0.91,0.49,84,15.1,,12.19,11.56,11.27,22.97,Sa,,,,,2MASX J00394071-1414134,,,,
IC,IC132,,,,HII,HII Ionized region,01:33:15.92,+30:56:44.2,Tri,0.67,0.55,,14.87,14.82,,,,,,,,,,,,,Diameters taken from SIMBAD.,
NGC,NGC208,,,,G,Galaxy,00:40:17.58,+02:45:23.4,Psc,0.77,0.65,137,15.5,,12.36,11.68,11.55,23.46,Sa,,,,,2MASX J00401757+0245235,,,,
IC,IC137,,,,*Ass,Association of stars,01:33:38.91,+30:31:21.0,Tri,,,,,,,,,,,,,,,,,Star cloud in Messier 033.,,
NGC,NGC212,,,,G,Galaxy,00:40:13.33,-56:09:10.9,Phe,1.91,1.42,122,14.43,,11.1,10.29,10.09,24.47,E-S0,,,,,2MASX J00401332-5609108,,,,
IC,IC138,,,,G,Galaxy,01:33:01.98,-00:41:23.4,Cet,1.12,0.74,23,14.9,,11.9,11.18,10.98,23.37,SABc,,,,,2MASX J01330196-0041235,,,,
NGC,NGC214,,,,G,Galaxy,00:41:28.03,+25:29:58.0,And,1.87,1.3,42,13,,10.16,9.58,9.21,22.74,SABc,,,,,2MASX J00412801+2529576,,,,
IC,IC139,,,,*Ass,Association of stars,01:33:59.24,+30:34:02.8,Tri,,,,13.1,,,,,,,,,,,,,Star cloud in Messier 033.,,
NGC,NGC217,,,,G,Galaxy,00:41:33.89,-10:01:17.1,Cet,3.2,0.69,113,13,12.1,9.85,8.74,8.7,24.04,SBa,,,,,2MASX J00413390-1001169,,,,
IC,IC141,,,,G,Galaxy,01:32:51.71,-14:48:52.6,Cet,1.23,0.91,5,14.07,,11.87,11.35,10.99,23.33,Sbc,,,,,2MASX J01325169-1448527,,,,
NGC,NGC218,,,,G,Galaxy,00:46:31.99,+36:19:32.2,And,1.32,0.71,46,13.6,,11.19,10.47,10.15,22.62,Sc,,,,,2MASX J00463200+3619318,,,,
IC,IC144,,,,G,Galaxy,01:37:40.85,-13:18:52.8,Cet,0.74,0.67,46,15.75,,12,11.35,11,24.01,E,,,,,2MASX J01374084-1318528,,,,
NGC,NGC220,,,,OCl,Open Cluster,00:40:29.89,-73:24:14.3,Tuc,1.2,1.2,,14.61,14.39,,,,,,,,,,ESO 029-003,,In the Small Magellanic Cloud.,,
IC,IC145,,,,G,Galaxy,01:38:38.48,+00:44:29.4,Cet,0.69,0.5,6,15.6,,12.49,11.83,11.52,23.17,Sb,,,,,2MASX J01383845+0044297,,,,
NGC,NGC221,M32,,,G,Galaxy,00:42:41.83,+40:51:55.0,And,7.74,4.86,170,9.03,8.08,6.28,5.37,5.1,22.17,E,,,,,2MASX J00424182+4051546,,,,
IC,IC150,,,,G,Galaxy,01:42:57.52,+04:12:00.6,Psc,0.88,0.5,137,14.9,,12.71,12.33,11.77,22.99,Sb,,,,,2MASX J01425752+0412006,,,,
NGC,NGC225,,,,OCl,Open Cluster,00:43:36.38,+61:46:01.0,Cas,4.2,,,7.43,7,,,,,,,,,,MWSC 0068,,,,
IC,IC151,,,,Other,,01:43:57.47,+13:12:09.4,Psc,,,,,,,,,,,,,,,,,Nominal position; nothing here.,,
NGC,NGC230,,,,G,Galaxy,00:42:27.17,-23:37:43.7,Cet,1.3,0.28,44,15.62,,12.42,11.69,11.26,24.15,Sa,,,,,2MASX J00422719-2337436,,,,
IC,IC152,,,,Other,,01:44:07.39,+13:02:09.1,Psc,,,,,,,,,,,,,,,,,Nominal position; the galaxy CGCG 437-016 may be IC 0152.,,
NGC,NGC235A,,NGC0232E,,G,Galaxy,00:42:52.81,-23:32:27.7,Cet,1.38,0.62,120,14.24,,10.58,9.98,10.09,23.48,S0,,,,,2MASX J00425279-2332276,,,,
IC,IC156,,,,G,Galaxy,01:45:29.21,+10:33:09.8,Psc,1.51,1.33,105,15,,11.01,10.35,10.07,24.5,Sa,,,,,2MASX J01452923+1033101,,,,
NGC,NGC237,,,,G,Galaxy,00:43:27.84,-00:07:29.7,Cet,1.3,0.8,174,13.65,13.06,11.19,10.57,10.26,22.66,SABc,,,,,2MASX J00432788-0007295,,,,
